3,74.9458,288.496,45.0729,76.0438,267.828,46.6288,77.2298,244.435,47.6303,77.6171,222.257,47.6167,77.7399,201.237,46.5142,77.8216,180.456,44.4478,77.2911,159.921,41.4219,76.6017,139.791,37.2324,75.6086,120.058,32.6534,74.2113,102.398,26.6021,72.6003,83.8243,20.0394,70.8288,66.0537,12.6331,68.9267,48.5334,4.4884,66.5967,35.1033,10.2385,64.3773,20.8814,16.9665
3,73.9669,301.046,43.6172,75.863,275.373,46.1513,76.4124,255.779,47.3912,77.0662,231.392,48.0301,77.4221,208.673,46.1731,77.1368,188.823,44.3661,76.4573,169.019,41.3205,75.627,149.388,37.051,74.4945,129.954,31.9811,73.2777,110.242,26.6522,71.8379,92.01,19.6525,69.9473,69.1643,14.0325,68.2272,51.0146,6.21675,65.8876,36.6742,9.28028,63.4275,22.8005,15.8327
3,73.9602,299.665,43.5732,75.3511,274.123,45.8611,75.8985,252.302,47.0234,76.5866,229.379,47.0317,76.5477,207.593,46.3848,76.2925,186.97,44.3403,75.8331,165.749,41.6681,74.8481,145.64,37.625,73.5863,125.839,32.7993,72.0942,107.55,26.4857,70.4109,88.8892,19.9848,68.0482,71.4832,7.94344,65.986,54.2519,2.54101,63.5369,40.1699,9.74776,61.0962,25.4568,16.4362
3,75.1645,283.274,44.8879,76.206,259.455,46.3048,76.4535,237.897,46.677,76.6408,215.308,46.2441,76.3778,193.945,44.5853,75.9173,172.86,42.0653,75.2389,147.092,39.5232,74.1376,127.909,34.7481,73.1141,107.905,29.3278,71.8577,89.469,22.6198,70.2529,70.7872,15.121,68.7862,52.5803,6.68986,66.939,37.0668,8.91583,64.8034,22.7313,16.1329,62.6528,8.42495,22.2118
3,74.4584,294.04,44.1987,75.8296,271.584,46.2676,76.8262,250.096,47.1486,77.4787,228.466,46.9599,77.6246,207.813,45.9027,77.7142,186.404,43.8259,77.3885,166.135,40.383,76.7041,146.824,35.9802,76.0376,126.477,31.1391,74.7653,108.87,24.7952,73.7242,89.3273,18.2626,72.1616,71.148,10.6963,70.4662,54.3788,4.98735,68.4314,39.6202,12.3678,66.2968,25.1331,18.781
3,73.9717,302.569,43.1144,75.8836,278.21,44.6941,77.1332,256.188,45.4049,78.2398,234.106,44.8089,78.5878,213.987,43.4057,78.8392,192.02,41.1869,78.6832,172.9,37.2038,78.2053,147.922,34.1565,77.6342,127.52,29.1723,76.7706,108.793,22.8576,75.4874,91.343,15.4177,74.2799,73.5768,7.27094,72.9462,57.7196,7.79106,71.1368,43.3153,14.8606,69.2934,29.1355,20.8249
3,74.9444,288.612,44.5434,76.0317,266.714,46.0774,77.2021,242.349,46.8242,77.6179,222.442,46.25,77.7266,200.479,44.9635,77.4182,180.537,42.4019,76.9278,161.508,38.5175,76.0686,141.102,34.6503,74.9386,123.009,29.086,73.366,105.409,19.281,71.7561,87.3344,11.5522,69.9666,69.8898,3.16218,68.0632,54.554,7.14742,65.7478,41.0823,13.6086,63.3851,26.8571,19.4835
3,74.9701,292.79,43.8765,76.5241,266.764,46.0646,77.6993,244.649,46.6575,78.2868,222.474,46.6831,78.6066,202.452,44.9952,78.8324,180.747,42.955,78.4714,161.774,39.4201,78.097,142.234,35.4594,77.3657,122.365,30.5223,76.3711,104.654,24.2625,75.1119,86.5499,17.4555,73.3476,69.9981,9.22118,71.7631,53.6294,6.14066,69.7829,39.4546,13.3279,67.7961,25.8352,19.3878
3,74.9088,283.317,44.6304,75.5163,264.477,44.7455,76.2326,239.191,45.2992,76.4404,217.721,42.482,75.9921,197.951,39.7485,75.3408,176.381,36.6237,74.5499,156.717,32.083,73.4452,137.15,26.9252,72.2436,117.183,20.4245,70.4813,99.1732,13.4803,68.3885,81.1496,5.6381,66.5513,59.8734,7.14464,64.3088,45.055,13.9468,61.8466,31.0338,19.5615,59.3824,17.072,24.1067
3,75.4383,286.131,43.9171,76.9607,262.181,44.8753,77.8729,240.536,44.8144,78.4654,219.89,43.3795,78.7435,198.268,41.1481,78.5744,177.732,37.9145,78.0995,152.211,34.775,77.2054,133.311,29.8848,76.361,114.666,23.5775,75.0678,95.6344,16.8867,73.5637,77.4417,9.25566,72.0846,60.9487,6.73697,70.3007,46.9623,13.5794,68.4792,32.7238,19.6707,66.653,18.7343,24.541
