0,75.0843,309.611,40.6579,74.7354,294.819,43.7137,74.9536,287.814,45.0331,74.8549,271.866,47.4561,74.5428,260.605,48.9303,74.5125,255.912,48.7001,74.1945,240.917,50.3362,73.9079,230.147,50.461,73.643,221.921,50.2474,73.5893,211.136,49.6646
0,75.0574,305.082,41.6195,74.9961,294.846,43.7072,74.9284,283.735,45.6529,74.8616,273.255,46.7534,74.7977,263.228,47.8069,74.9501,250.142,49.1212,74.6531,241.16,49.149,74.5873,231.49,49.1181,74.731,220.209,49.206,74.448,211.418,48.5353
0,75.3135,303.691,41.5679,75.2373,292.11,43.8657,75.4168,281.194,45.5339,75.3405,270.74,47.1338,75.4888,258.451,48.2985,75.6383,247.976,48.9871,75.5511,237.937,49.6533,75.681,227.41,49.5505,75.8045,217.361,49.4555,76.1145,205.946,48.8303
0,75.2744,297.897,42.461,75.4553,286.717,44.1817,75.5866,270.914,46.3706,75.546,265.945,46.6547,75.6469,249.263,48.0846,75.6157,245.979,47.4452,75.7566,236.171,47.2079,75.8808,225.732,46.9372,75.7512,212.802,46.7717,75.9048,207.275,44.9687
0,75.3036,302.23,41.7931,75.7564,292.097,44.1191,75.9124,279.859,45.9831,76.0946,272.049,47.1718,76.2467,262.063,48.4527,76.6041,250.296,49.3156,76.5061,241.29,49.7987,76.6265,231.647,49.9716,76.9628,222.51,49.4607,77.055,212.73,48.9309
0,75.0367,302.398,40.9825,75.2152,289.68,42.7059,75.3935,278.969,43.8787,75.5627,268.807,44.4987,75.714,257.89,45.0456,75.8573,247.528,45.0911,75.9933,237.677,44.6674,76.1123,227.187,44.2237,76.0143,218.214,42.9525,76.1255,208.646,41.6934
0,75.5476,299.358,42.2333,75.9797,288.137,43.9582,75.9111,280.069,44.9519,76.0586,268.51,46.2505,76.2216,259.971,46.8612,76.5658,247.206,47.4716,76.6989,238.428,47.2828,77.0267,227.908,47.2261,77.132,218.894,46.5596,77.4352,209.331,45.6523
0,74.7455,298.157,41.1252,74.6741,285.619,42.8388,74.3608,275.119,43.5024,74.3058,265.073,44.1351,74.0051,254.321,44.2165,73.7211,245.2,43.8667,73.6707,235.434,43.0166,73.3971,226.013,42.2146,73.3449,215.024,41.1534,73.0821,205.479,39.7487
0,75.243,293.946,41.781,75.4023,280.418,43.1491,75.5615,268.964,43.739,75.4807,259.272,43.8631,75.62,247.676,44.1316,75.8012,242.291,42.9505,75.6598,227.301,43.0843,75.5436,215.274,42.4029,75.663,205.855,40.7282,75.5573,195.86,39.1113
0,75.2368,292.17,43.6002,75.1636,281.176,45.5389,75.1018,272.002,46.9429,75.0321,262.07,47.7431,74.7278,252.512,48.5191,74.6601,242.293,48.9687,74.5947,232.546,49.1711,74.3132,224.282,48.5281,74.2494,214.332,48.2495,73.9767,205.809,46.962
0,74.7281,293.343,44.1955,74.4218,283.516,46.4444,74.1199,272.93,48.0373,73.8325,262.758,49.8076,73.5538,253.167,50.5423,73.2803,241.692,51.5961,73.0233,232.994,51.8095,72.5495,222.54,51.911,72.5282,212.649,51.7788,72.2943,203.178,51.2409
0,75.0023,296.504,42.419,74.9328,285.416,43.8812,74.6239,276.101,45.0816,74.3125,264.702,46.1342,74.253,253.936,46.6479,74.1885,242.564,46.8561,73.9039,232.809,46.6525,73.6293,223.497,46.0099,73.1453,214.545,44.9643,73.1005,204.107,43.8747
0,75.4749,289.527,43.4936,75.648,278.725,45.1621,75.5753,269.78,45.8126,75.7277,258.7,47.0657,76.1068,248.313,47.2979,76.2269,237.269,47.4779,76.3518,227.824,47.2465,76.4482,216.784,46.9345,76.5384,206.349,45.7745,76.635,197.294,44.4992
