5,71.8517,292.384,41.2854,70.5792,281.496,41.7645,69.6208,268.571,42.1417,68.9577,255.153,42.2178,68.0851,243.56,41.8697,67.2632,231.425,41.2848,66.6859,220.987,40.0809,66.3757,209.064,38.8816,66.0824,197.705,37.7589,65.5687,187.795,35.4658,65.5147,176.638,33.8655,65.4739,165.215,32.1586,65.4082,155.15,29.5756,65.5369,144.84,26.7404,65.8473,134.356,23.8715,66.1388,124.36,20.9844,66.5872,114.245,17.7293,66.9963,105.17,14.0988,67.5786,94.2867,10.975,68.2503,85.5638,6.71562
5,73.1601,295.232,41.3398,72.865,280.363,42.177,72.342,270.166,42.0991,72.0805,256.788,42.1499,71.8317,244.131,41.9676,71.8225,232.172,41.5613,72.0331,219.844,40.9147,72.2264,208.23,39.4267,72.4093,197.174,38.0217,72.5776,185.789,36.2567,72.9349,175.012,34.3754,73.6527,163.27,32.3592,74.1444,152.86,30.089,74.7856,142.289,27.3608,75.7266,130.319,24.9752,76.4615,120.87,21.6262,77.4779,110.724,18.283,78.5915,100.541,14.6181,79.6136,89.8187,11.5729,80.5901,80.1314,7.52816
5,72.8875,291.138,41.2164,71.5964,278.985,41.9091,70.8559,267.557,41.8074,69.9129,255.386,41.6908,69.4885,242.754,41.2987,68.8596,230.694,40.9482,68.4656,220.389,39.5091,68.1073,208.521,38.3203,67.9837,196.362,36.9601,67.8489,185.744,34.8572,67.9408,173.145,32.6295,67.8166,163.51,30.9658,68.0787,152.899,28.3868,68.3311,142.066,25.7718,68.5552,132.436,22.5453,69.1443,120.1,19.9377,69.8408,110.321,16.1665,70.3385,100.358,12.6548,71.2858,89.9069,8.86077,71.8628,80.8832,4.57337
5,73.4307,298.047,41.1546,72.8781,285.613,42.0952,72.3479,272.596,42.4415,72.0896,260.197,43.0196,71.8406,247.344,43.0502,71.8313,235.236,42.6108,71.8215,222.691,42.1669,72.0277,209.866,41.7141,72.0067,199.626,40.286,72.3965,188.134,39.0738,72.7597,176.414,37.5053,73.2988,166.971,35.0448,73.8018,155.625,33.2686,74.4519,144.224,31.0137,75.2495,134.15,28.508,76.3172,122.098,25.7858,77.3276,111.357,23.2301,78.1373,102.243,19.4319,79.2165,93.0669,15.6466,80.4926,82.3578,12.1609
5,72.8828,288.371,41.6565,72.3485,276.576,41.5434,71.8415,263.992,41.9044,71.3556,252.119,41.524,71.1296,238.587,41.3297,70.908,226.925,40.2671,70.9154,215.868,39.03,71.1409,202.488,38.0033,71.5575,189.037,36.8077,71.7391,178.927,34.2997,72.1089,167.659,32.2971,72.6429,155.486,30.2,73.5076,143.375,27.8331,73.9661,133.206,24.6952,74.9067,121.728,21.7334,75.6333,112.022,18.0369,76.4611,101.094,14.7862,77.7093,90.3421,11.3845,78.7378,80.6006,7.34601,79.9855,70.4489,3.27292
5,72.8984,296.746,40.5843,71.846,284.423,41.0268,71.3389,271.577,40.6395,70.6106,260.531,40.0761,70.1539,248.859,39.2618,69.7234,236.591,38.4706,69.5356,225.008,37.2559,69.6007,209.98,36.6994,69.6427,197.818,35.1415,69.4529,188.943,32.6546,69.4859,177.866,30.2543,69.9165,165.791,27.9661,70.1254,155.064,25.4313,70.691,144.225,22.4409,71.2251,132.545,19.4765,71.8989,122.175,16.1002,72.7026,111.126,12.9679,73.455,100.648,9.5056,74.4755,90.2097,5.23025,75.4505,81.2977,0.582364
5,73.1718,301.032,40.1647,72.6178,287.171,40.8301,72.0923,275.364,40.9966,71.5899,264.118,40.9113,71.5888,251.1,40.7487,71.3504,239.903,39.9311,71.575,227.197,38.8518,71.3488,216.031,38.1089,71.5582,204.566,36.7078,71.9586,192.854,34.499,72.3385,180.829,32.8259,72.6954,170.273,30.6459,73.22,159.501,27.9698,73.9,148.541,25.4363,74.7158,137.491,22.2853,75.3215,128.269,18.7237,76.2212,117.639,15.5698,77.0687,107.527,11.8872,78.0476,98.4914,7.81787,79.2467,87.7975,4.1101
5,73.4555,306.818,39.7788,73.1473,292.686,40.452,72.8623,280.476,41.656,72.3301,267.921,40.7508,72.0695,257.07,40.4205,72.2881,243.334,40.2345,72.4932,232.595,39.1917,72.6842,220.25,38.38,72.862,208.578,37.1739,73.2351,196.629,35.5769,73.1824,186.975,33.6952,73.7236,176.196,31.2331,74.4217,164.367,29.0907,74.889,153.131,26.8933,75.689,141.855,24.2344,76.281,132.469,20.9596,77.1751,122.286,17.6771,78.0087,111.976,14.0641,79.1168,101.674,10.3033,80.0009,91.8314,6.42943
5,73.1436,289.779,41.4302,72.3454,279.372,40.3322,71.8417,266.467,41.7348,71.3549,254.436,41.6012,71.3567,241.989,40.9511,71.1311,230.108,40.3523,70.9133,218.84,39.339,70.9215,207.178,38.1297,70.9238,196.132,36.3436,71.1272,185.656,34.2212,71.5174,174.879,31.7742,71.8858,163.024,29.4569,72.421,152.572,26.8723,72.9224,141.198,24.4502,73.7482,130.512,21.3994,74.3581,121.573,17.0174,75.0962,111.215,13.9996,75.7885,101.343,10.1053,76.9106,90.9749,6.28637,78.1252,81.1502,2.00003
5,71.5934,290.959,41.5137,70.3336,278.838,41.9448,69.3848,266.081,42.0667,68.2357,255.081,41.998,67.1477,243.432,41.6678,66.5933,230.23,41.2822,65.8317,218.718,40.5213,65.0996,207.781,39.1499,64.3933,197.357,37.21,64.1698,185.652,35.7449,63.9655,173.714,33.7505,63.5644,163.105,31.9026,63.3791,152.281,29.5684,63.1702,142.688,26.4099,63.3611,132.212,23.4129,63.5517,121.565,20.2506,63.9119,110.865,17.113,63.8963,101.133,13.311,64.3801,90.8685,9.40758,64.8315,81.0816,5.40946
5,73.177,300.794,41.2496,72.3667,286.932,41.8901,71.3527,273.681,42.7698,70.8772,260.031,43.0585,69.9397,250.549,42.7555,69.5265,237.043,42.5418,69.366,223.27,42.3068,68.9785,212.262,41.284,68.8365,199.901,40.4735,68.6874,189.124,38.9008,68.758,177.191,37.3706,68.8159,165.911,35.1387,69.0637,155.216,33.4156,69.4901,142.954,31.3972,69.8793,132.063,28.7783,70.4196,121.133,26.1336,70.7536,110.711,22.9714,71.5557,100.368,19.6265,72.3068,88.9526,16.5736,73.1586,78.7063,12.8734
5,72.3721,290.98,41.7598,71.3497,277.519,42.6482,70.3741,266.077,42.7906,69.4445,255.104,42.9377,68.5603,243.527,42.5706,68.4281,229.36,42.3297,67.8525,216.951,41.7209,67.2816,207.134,40.5564,67.185,195.039,39.3592,66.8759,184.401,37.8546,66.7953,172.648,35.9893,66.9034,161.558,33.6326,67.0058,150.997,31.414,67.3076,138.87,29.1348,67.382,129.357,26.2635,67.8068,119.074,23.1844,68.383,108.129,19.9628,69.0854,97.8026,16.7549,69.7355,88.4941,12.871,70.5121,77.6312,9.35402
5,73.164,298.211,40.3496,72.6134,285.936,40.5202,72.3351,271.711,40.6079,72.0678,259.591,39.7409,71.3388,249.091,38.9717,71.5685,235.896,37.8898,71.3343,224.362,36.6871,71.5484,212.476,35.2872,71.5313,202.136,33.1098,71.7215,191.376,30.8055,72.1031,178.563,28.8199,72.2627,168.056,26.1441,72.7925,156.571,23.4071,73.293,146.401,20.2222,73.9442,136.04,16.8269,74.5544,125.495,13.4601,75.4831,116.164,9.28161,76.3409,105.449,5.81259,77.0109,96.8637,0.813469,78.1311,88.024,4.19825
5,73.1646,296.596,41.3846,72.1082,284.223,42.0703,71.3535,271.179,42.6818,70.6308,260.087,42.5695,69.9474,248.267,42.6746,69.5197,237.149,41.8328,69.1305,224.345,41.6636,68.9634,213.343,40.4199,69.033,200.958,39.6201,68.8805,190.109,38.2742,69.1511,177.329,36.7271,69.1933,166.838,34.5184,69.4377,155.332,32.9952,69.6507,145.171,30.2379,70.2191,134.197,27.7991,70.7502,123.784,24.9645,71.2458,113.867,21.584,71.8784,103.871,18.2243,72.6304,93.2935,14.7656,73.4906,83.2938,11.0067
5,73.1724,299.408,41.2045,72.3667,286.932,41.8901,71.6006,273.762,42.5064,70.8647,263.815,42.1865,70.4104,250.704,42.2514,70.2082,238.359,41.8411,70.0202,225.572,41.4284,69.6072,215.48,40.221,69.6562,203.009,39.2002,69.9109,190.357,38.003,69.9356,180.088,36.1024,70.3536,168.761,33.8512,70.556,158.713,31.7468,70.932,147.708,29.1653,71.2836,137.94,26.3485,71.969,126.722,23.6922,72.6098,116.71,20.2828,73.54,105.497,17.1098,74.0951,95.8895,13.426,75.0823,85.8063,9.80039
5,72.1131,290.959,41.7655,70.8387,278.9,41.93,69.8762,266.151,42.0505,68.9552,255.2,41.9708,68.3345,241.371,41.7875,67.7361,229.393,41.1979,67.1636,218.015,40.1993,66.6284,206.201,39.0179,66.1038,195.89,37.5021,65.8088,185.227,35.2003,65.7706,172.552,33.399,65.7202,161.35,31.5264,65.6613,150.708,28.9935,65.6148,139.844,26.4287,65.9273,128.937,23.4464,66.1943,119.832,20.0537,66.4984,108.068,17.1644,66.9163,98.1191,13.5279,67.3142,88.0778,9.81109,68.1587,77.6405,6.02226
