73.1607,293.622,45.5666,72.8644,273.34,48.4813,72.8295,256.018,50.24,72.328,238.878,50.9067,71.8595,221.95,51.0407,71.6326,205.378,50.2613,71.4164,188.262,48.6487,71.1984,171.688,44.7544,70.8064,156.195,41.1894,70.615,141.067,36.7715,70.438,124.964,32.3567,70.2556,109.955,26.5977,69.9196,94.1683,20.4119,69.5782,80.3782,12.7503,69.4142,64.5376,5.21511,69.3556,51.9082,6.54533,69.2362,40.3861,12.8727,69.1299,29.1156,18.1646,69.0393,17.8029,22.5732,68.8745,5.11459,26.8147,68.9214,-6.11912,29.2661,68.8485,-16.5536,30.3179,68.78,-26.6573,30.6078,68.7129,-36.7084,29.9215,68.8263,-47.0781,28.6432,68.735,-56.6516,25.8175,,,
73.1742,297.718,45.7079,73.1364,281.075,48.2725,72.8462,261.884,50.512,72.5753,244.266,51.8742,72.318,228.052,52.0082,72.2884,210.07,51.7743,72.0447,194.437,49.9475,71.8139,179.005,47.8264,71.5969,159.222,45.6851,71.5664,143.309,41.9765,71.7033,127.249,37.6597,71.6496,112.274,32.5262,71.5823,98.2319,26.1412,71.509,83.9728,19.6599,71.422,69.5643,12.3813,71.4619,55.9894,4.0139,71.503,44.6463,10.5915,71.5467,34.0224,17.2945,71.5798,23.2583,22.9583,71.604,12.7842,27.6625,71.5055,2.50368,31.0921,71.5141,-7.71046,33.6163,71.5014,-17.8175,34.1518,71.3928,-27.7688,34.586,71.2805,-37.4797,33.9167,71.3256,-47.0003,31.7673,71.1973,-56.5444,29.5927
73.4119,290.887,45.734,73.6095,273.525,47.9519,74.0133,253.929,49.6146,74.3859,237.158,49.8006,74.9355,219.617,49.4337,75.2263,203.445,47.8183,75.681,186.715,45.8374,75.9002,171.204,42.828,76.4489,154.609,39.0124,76.7685,139.186,34.5936,77.223,124.209,29.2493,77.6259,109.59,22.7574,77.899,91.5867,17.5327,78.1925,77.4098,9.89757,78.7326,63.4151,4.51589,79.2378,51.4332,10.7434,79.5428,40.0474,15.6069,79.9056,28.6338,19.8454,80.2034,17.5446,23.1295,80.5452,6.48675,25.2342,80.7254,-4.00879,26.3251,81.0411,-14.6288,26.5609,81.2927,-24.9191,25.8769,81.567,-35.1913,23.7631,81.7537,-45.4013,21.5127,81.8927,-55.2484,17.9048,,,
73.4483,303.787,43.7177,73.3826,281.422,46.7112,73.8109,263.761,47.5521,73.9665,246.167,48.3017,74.1048,229.994,47.6232,74.224,213.969,46.2963,74.7316,196.401,44.3183,75.001,180.993,41.51,75.2374,165.862,37.4958,75.6166,149.54,33.3718,75.9585,134.381,27.9047,76.2782,120.82,21.736,76.5296,105.636,14.8928,77.0573,90.4095,7.79759,77.4197,77.5065,6.99723,77.7558,65.5598,12.7849,77.9152,54.5178,17.0524,78.42,42.8808,20.4706,78.723,31.4081,22.8765,78.9714,20.2063,24.6393,79.1796,9.49491,25.1068,79.351,-0.809681,24.3482,79.5521,-11.6686,22.9494,79.8033,-22.2624,20.545,79.8143,-32.4899,17.3375,79.8795,-42.5486,13.1466,79.9762,-52.6682,7.90966
73.4199,293.706,45.2934,73.8558,273.705,47.18,74.016,255.279,48.6852,74.1638,239.51,48.4911,74.2872,222.741,48.0052,74.3794,205.446,45.3098,74.4575,188.461,43.0156,74.3197,171.874,39.8968,74.3682,155.779,35.6477,74.3937,139.386,30.8068,74.4012,123.49,25.1141,74.5596,108.093,18.6725,74.3626,93.0239,11.6447,74.2487,79.6292,17.0164,74.3121,78.3554,3.40973,74.481,65.064,7.69625,74.3615,53.026,13.4463,74.3693,40.8943,18.3431,74.3316,26.4314,23.4586,74.3069,14.9099,26.337,74.38,3.76677,28.0772,74.3221,-7.08254,28.8939,74.3409,-18.2847,28.8558,74.4288,-29.2382,27.9827,74.2218,-39.4186,25.7841,74.2432,-50.5231,23.4432,,,
72.9138,302.287,43.957,73.1174,277.51,46.831,72.8274,261.245,47.4864,72.7842,245.029,47.3377,72.7333,226.743,46.8608,72.6768,208.955,45.299,72.6186,192.511,43.0279,72.3529,175.538,39.8929,72.2843,155.272,36.5709,72.3951,138.179,32.289,72.3097,122.942,26.7674,72.385,108.115,20.6465,72.2736,93.024,13.7539,72.4611,77.433,6.56957,72.5533,64.8788,7.63811,72.6701,52.4367,13.4275,72.5003,41.3142,17.5765,72.5869,29.6888,20.8058,72.6562,18.0735,23.6052,72.7061,7.05032,25.1438,72.7792,-3.19919,30.4497,72.7203,-4.23905,24.2047,72.93,-15.4373,23.7146,72.7138,-25.6275,21.8868,72.8614,-36.4758,19.5009,72.7051,-46.9893,16.0505,72.7019,-57.3407,11.8546
72.8858,286.752,46.1311,72.8394,263.467,48.5763,72.5659,246.934,49.3543,72.3034,229.479,49.3058,72.0548,211.361,48.7501,71.8192,193.763,47.3769,71.5926,176.698,44.8884,71.3768,160.118,41.8199,70.9888,143.261,38.2634,70.2424,127.514,31.0751,69.8995,111.634,25.3477,69.574,95.6708,19.0026,69.1045,80.1753,11.9992,68.6521,65.1315,4.11734,68.3743,52.0383,7.27666,67.9053,40.3301,13.5091,67.6255,28.6049,18.9961,67.1391,17.0911,23.2166,66.8315,5.70369,26.6591,66.5681,-5.56749,29.1156,66.235,-16.5069,30.433,65.8554,-27.3219,30.9286,65.5387,-40.1609,31.6858,65.2972,-51.1884,30.7332,,,,,,,,,
72.9039,296.499,44.8617,91.7705,174.811,71.9019,72.0958,258.78,47.4154,71.6134,241.491,47.4863,71.1556,225.54,46.1947,71.381,206.834,45.0703,70.5306,193.092,41.8789,70.143,176.798,38.6142,69.7692,161.626,34.2224,69.6089,145.26,29.3998,69.2665,129.943,23.697,68.9382,114.933,17.3994,68.6181,100.215,10.2492,68.3547,82.6488,4.10932,68.0967,70.705,10.7676,67.575,59.6401,16.5987,67.3851,48.2647,21.4289,67.085,37.3498,25.365,66.6859,26.81,28.1381,66.3272,16.3324,29.9048,65.9053,5.63636,30.9616,65.5051,-4.42047,30.6778,65.1546,-14.62,29.7294,64.8354,-24.7177,27.8185,64.2479,-32.682,23.758,63.7359,-44.5214,18.2572,63.2234,-54.3501,13.1489
73.4459,303.917,43.1702,73.3805,283.039,45.1948,73.553,261.487,46.7163,73.7136,244.178,46.5419,73.849,226.037,45.8551,73.9684,209.336,44.1301,74.0743,193.834,41.6907,74.5442,176.132,38.318,74.779,159.729,34.4545,74.9734,143.069,29.5793,74.9715,128.196,23.6298,75.283,112.48,17.2924,75.5445,96.6653,10.5272,75.6293,82.4316,4.65347,75.7675,70.0531,12.6155,75.7382,58.3039,19.4284,75.8261,46.7291,24.3754,75.8756,34.7051,28.8205,75.7918,23.6495,32.0007,75.8002,12.2505,33.9962,75.6802,1.20455,35.3266,75.6556,-9.49957,35.5305,75.6021,-20.3429,34.9323,75.5286,-30.9061,33.0902,75.4341,-41.2951,30.6916,75.3884,-51.9189,27.2171,,,
73.1711,299.46,44.1354,72.1114,282.744,46.0109,71.6119,262.327,47.3215,70.9072,246.992,47.4907,70.258,228.371,47.2688,69.6482,211.25,45.7593,68.8686,195.282,43.7567,68.5545,177.95,40.8105,68.0588,161.835,36.951,67.4047,146.738,32.6592,66.7945,131.204,27.2543,66.413,114.801,21.285,65.964,96.0766,16.4611,65.6304,80.89,9.36394,65.0437,68.2542,5.81189,64.689,55.8278,11.302,64.2267,44.3524,15.6335,63.9527,33.0518,19.1322,64.447,20.5775,25.1392,63.5904,21.7907,21.3094,63.2658,11.0244,22.661,63.011,-0.150847,23.4029,62.6613,-10.6457,22.997,62.3585,-21.2902,21.4898,61.9767,-31.3485,19.1937,61.6859,-42.0587,16.4672,61.3936,-52.2628,12.4942
