73.1795,300.655,44.9941,73.8959,281.147,48.2543,73.5858,264.331,50.8481,73.9794,245.616,51.6464,73.9052,229.073,54.2783,74.1134,228.405,51.4868,74.002,211.73,48.2324,74.0943,194.375,45.1484,73.9699,178.302,40.6817,73.8376,162.547,34.7455,73.8587,142.089,29.4841,73.8788,125.952,22.3073,73.8821,111.421,13.3201,73.7029,97.5873,3.73859,73.9222,81.2214,11.3436,73.96,65.6757,18.3604,73.9765,50.5348,24.2557,74.0932,35.1753,28.9134,74.1702,20.1247,32.1303,74.325,5.55638,34.2497,74.4243,-9.04841,35.1984,74.4748,-23.3046,34.8265,74.5713,-37.0783,33.4276,74.5174,-50.9649,30.9661
73.4291,296.49,45.1174,73.3774,278.645,47.6475,73.3132,258.587,49.3506,73.2548,242.551,49.3738,72.9621,225.578,48.1843,72.6779,207.944,45.9236,72.6109,190.794,42.5475,72.135,174.847,37.4182,72.0661,157.678,32.0522,71.6127,142.34,24.8367,71.3238,126.582,13.6722,71.2303,111.113,4.60857,70.9337,96.3388,9.1098,70.7129,81.0224,17.4907,70.5476,61.056,26.3369,70.2527,45.559,32.4314,69.986,30.9411,36.5793,69.6431,16.2039,39.7483,69.4577,1.64684,41.8363,69.2984,-12.6643,42.6588,68.9766,-26.7076,42.348,68.613,-40.3872,40.9182,68.5495,-54.3062,38.5919,,,
73.1937,308.161,43.3022,73.9282,289.322,46.9946,74.3478,270.83,49.35,74.9629,252.703,50.7457,75.3078,237.156,50.705,75.8194,219.731,49.6254,76.2788,202.785,47.0822,76.9067,187.15,43.4724,77.4636,170.979,38.8696,77.9504,154.444,33.2304,78.5661,138.403,26.6983,78.9698,124.019,18.0555,79.3101,109.21,9.52937,80.0668,93.9142,6.65394,80.8316,78.4153,14.294,81.4406,62.8022,21.0562,82.4033,46.2855,26.5482,82.9519,30.8872,30.4005,83.6171,16.2837,32.7321,84.0944,1.57638,33.9871,84.4951,-15.7338,35.4907,84.9308,-29.5832,34.4492,85.3628,-43.2674,32.2172,85.7583,-56.8047,28.9807
73.1903,306.669,43.5346,73.9218,287.998,46.9442,74.3332,268.373,49.244,74.7005,249.304,50.3516,74.8158,232.883,50.284,75.3309,214.852,48.5244,75.5924,198.211,45.8499,75.8292,182.833,41.5141,76.387,164.578,36.6023,76.5288,148.384,30.5897,76.8325,133.307,23.1414,77.2486,117.274,15.2088,77.4529,102.176,5.77332,77.9496,87.0133,9.55915,78.4661,70.2624,17.3649,78.7616,54.8997,23.1306,78.368,41.4458,28.7509,79.2108,39.0309,28.059,79.5382,23.2824,31.7306,79.8718,7.87624,34.0979,80.3889,-7.74303,33.7821,80.5674,-22.6408,33.5228,80.7065,-37.4962,31.98,80.8954,-51.8927,29.3211
73.4234,293.525,46.0942,73.8699,274.551,49.2708,74.2708,256.027,51.174,74.3999,237.92,51.9561,74.7345,221.379,51.111,75.2303,203.3,49.331,75.4735,186.77,44.5947,75.4976,171.316,39.612,75.8258,150.988,34.7251,75.7957,135.685,28.087,75.9306,121.343,19.91,76.1803,105.461,11.5449,76.415,91.1675,4.49055,76.9232,75.2765,13.4862,77.6033,59.015,20.8071,78.1732,43.8195,26.6091,78.8547,28.3113,31.2777,79.5033,13.1082,34.8342,80.1954,-2.14013,37.2315,80.7355,-16.5914,38.1935,81.3528,-31.3403,38.2144,81.8547,-45.7635,37.141,82.312,-59.9012,34.8289,,,
73.4291,296.49,45.1174,73.1241,278.677,47.3954,73.0749,259.784,49.1618,73.2537,242.589,49.1364,72.9597,225.64,47.7265,72.8927,209.011,45.2862,72.8172,191.781,41.9215,72.5337,176.651,36.5868,72.64,159.396,31.0046,72.3538,144.704,23.935,72.2451,129.516,15.694,71.9538,115.116,6.94949,71.922,99.4787,8.36446,71.7834,83.8496,15.5166,71.651,67.8905,21.2737,71.3876,52.659,25.6298,71.277,37.4609,28.8024,71.1716,22.4287,30.8668,71.1794,7.68575,31.5338,70.94,-7.12566,29.1887,70.7261,-21.3586,27.0679,70.6091,-35.6091,23.7223,70.2331,-49.3696,20.0006,70.0675,-65.1865,16.6531
73.7007,299.379,44.6651,74.646,280.054,47.6658,75.2623,261.186,49.3985,75.8381,245.064,49.6307,76.5638,227.052,48.7878,77.4223,208.774,45.2897,77.8114,192.682,41.6866,78.3588,176.95,36.6672,79.0142,159.986,30.9887,79.8054,144.272,24.1873,80.2696,126.26,17.0995,80.6058,112.516,7.87296,81.476,97.0763,7.821,82.005,81.3139,16.2687,82.5834,66.3582,22.8877,83.1213,50.6033,28.5725,83.5365,35.5258,32.9686,83.9121,20.2315,36.2731,84.297,5.79182,38.072,84.526,-8.58583,38.8886,84.8635,-23.2514,38.8034,85.0781,-37.1178,37.3398,85.4035,-49.9191,33.7406,85.4488,-64.7141,31.2556
72.8892,283.688,48.1241,72.6135,266.723,50.4887,72.1123,247.6,51.8137,71.867,229.088,51.6178,71.1943,214.001,49.8019,70.9834,196.319,47.1003,70.577,179.921,43.4106,70.1831,163.895,38.012,69.6242,148.095,32.2739,69.0457,133.286,21.8977,68.5022,119.202,12.746,68.1619,104.027,3.45845,67.8798,89.1797,8.75083,67.6316,69.1231,18.583,67.2214,54.0429,25.1026,66.889,38.5814,30.3385,66.3724,23.6135,34.2182,65.9265,9.53178,36.6933,65.5778,-4.78239,38.2796,65.2239,-19.3861,38.7986,64.7398,-33.1047,37.8375,64.4461,-46.8057,35.9423,63.9659,-59.9673,32.6562,,,
73.1828,302.123,44.7671,73.1406,282.363,48.325,73.0986,265.613,50.1711,73.034,242.135,51.7492,72.7573,226.164,51.2053,72.486,208.459,49.4853,72.6363,190.418,46.777,72.3683,174.551,42.5295,72.106,158.976,37.2164,71.8485,142.951,31.1657,71.5919,127.286,23.9479,71.5067,111.99,15.8686,71.0686,98.5681,6.05364,71.2587,82.8692,9.82436,71.3249,67.0758,17.959,71.3778,52.1467,24.6488,71.676,37.0073,30.1098,71.8067,21.4857,34.4245,71.9065,7.04037,37.0165,72.0841,-7.62283,38.7673,72.2208,-21.8288,39.4571,72.4009,-36.1269,38.895,72.6072,-49.946,37.1488,72.5188,-63.5619,34.3006
73.4383,299.293,44.9416,73.1437,283.708,48.1186,73.0993,264.227,51.1098,73.0464,245.411,52.1507,72.9916,228.168,51.9829,72.7137,210.262,50.8787,72.4447,192.91,48.1583,71.7879,177.61,44.2925,71.547,161.829,39.0797,71.131,144.125,33.5131,70.7168,130.348,25.7986,70.3218,114.746,17.8161,69.9285,100.015,8.52619,69.6566,84.8806,7.95449,69.236,69.0908,16.6547,68.7213,54.0076,23.1475,68.2954,38.2067,28.7962,67.8011,23.3217,32.6189,67.5002,4.37344,37.4217,67.0851,-10.5172,39.197,66.5701,-25.22,40.0218,66.1516,-39.5948,39.4926,65.7451,-53.7403,37.8682,,,
73.4103,289.39,46.4786,73.3553,270.831,48.869,73.5321,252.691,49.818,73.4507,235.078,48.3362,73.369,217.706,46.7109,73.2793,200.766,43.4586,73.1811,183.311,39.3767,73.0613,162.409,34.5891,73.1336,145.488,28.5331,73.1828,129.727,20.9137,73.04,115.481,12.0146,73.0586,100.279,4.05893,72.852,84.0121,11.8848,72.8031,68.0599,18.1726,72.6109,52.086,23.7657,72.4255,36.278,27.7555,72.1304,21.4085,30.3917,72.0825,6.35682,32.0395,71.8118,-8.58458,32.3138,71.5581,-22.9728,31.3745,71.4103,-37.6827,29.7956,70.9176,-51.6052,26.4271,,,,,,
73.9154,286.687,46.8933,74.5725,267.145,49.4337,75.1723,249.408,50.0963,75.4971,233.072,49.5671,75.996,216.015,47.872,76.4445,199.352,44.9844,76.8571,183.944,40.6471,77.5952,167.246,35.346,77.8961,151.64,29.2991,78.5238,136.43,21.965,78.7479,122.048,13.3122,79.2642,107.309,4.02754,79.8372,91.8789,11.7046,80.4357,76.1997,19.8022,81.0591,60.9496,26.4321,81.6628,45.4287,31.6619,82.1577,30.9369,35.6629,82.7322,16.2076,38.4939,83.6413,0.695385,39.3024,84.1815,-13.5191,39.4994,84.4066,-30.2371,39.9499,84.8227,-44.0853,38.007,85.205,-57.6936,34.9479,,,
73.2005,311.171,42.8333,73.9227,287.935,47.2082,74.3486,270.78,49.6026,74.7191,251.414,51.4217,75.2905,234.949,51.0684,75.3692,218.643,49.8196,75.6421,202.636,47.5413,76.0671,185.227,44.0845,76.2578,169.119,39.3099,76.423,154.191,30.7722,76.7375,138.704,23.7673,77.0099,123.521,15.6255,77.2416,108.602,6.66297,77.5688,91.6547,8.3241,78.1673,76.3177,16.5034,78.5027,60.8228,23.5952,78.9055,46.21,28.7865,79.2107,31.7185,32.9398,79.6422,16.9382,35.931,79.9778,2.87238,37.5074,80.3904,-11.3584,38.2402,80.7769,-25.187,37.6379,81.0408,-38.625,35.7562,81.3181,-52.1618,33.1133
73.4507,303.674,44.2617,73.401,285.153,47.6418,73.335,263.197,50.303,73.2724,244.45,51.3761,72.9857,228.323,50.8406,72.7094,212.388,49.2081,72.2307,195.729,46.365,71.9783,179.439,42.6879,71.7263,164.31,37.1072,71.6731,146.462,31.9263,71.42,132.577,24.3605,71.1645,118.752,15.8538,71.2473,103.908,6.94715,71.4248,89.3156,9.8759,71.4836,74.3185,18.1976,71.8142,59.2174,25.3763,72.0962,44.1493,31.2628,72.3349,29.6644,36.0029,72.6431,14.882,39.5205,73.0024,0.872904,41.5554,73.2915,-13.1473,42.5174,73.6857,-27.2579,40.7186,73.9956,-41.0811,39.0142,74.3005,-54.3957,35.9806
72.9165,302.153,44.5028,72.8905,283.638,48.3834,72.3691,265.393,50.9375,72.1137,247.555,52.0532,71.8708,230.068,52.1274,71.4164,214.946,50.5021,71.1974,198.096,48.0171,70.9849,181.627,44.4705,70.3743,167.845,39.0624,70.372,151.194,33.3729,70.1674,136.309,26.4493,69.9516,122.258,17.9924,69.74,107.686,9.29556,69.7752,93.0819,7.27694,69.7858,78.106,16.3502,69.9359,62.8455,23.3232,70.066,48.3496,28.8718,70.1839,33.4888,33.2447,70.4362,15.3365,37.9724,70.5118,1.21066,39.782,70.6707,-12.7159,40.3438,70.6143,-26.1818,40.0707,70.7283,-40.0307,38.7128,70.8764,-53.356,35.482
