72.9163,303.754,43.7277,72.8749,282.826,45.9907,72.1034,264.76,47.6491,72.1034,245.555,50.7462,71.6151,248.192,47.7513,71.3889,229.553,47.7258,70.7377,212.343,46.6312,70.342,194.606,44.7188,69.5696,178.099,42.1883,69.0473,161.229,38.8542,68.3661,145.508,34.5018,67.5535,130.073,29.6208,66.9657,114.39,23.5791,66.2578,99.0659,17.4304,65.5844,84.0898,10.048,65.2687,70.1816,3.74094,64.9114,58.1366,10.6943,64.7478,45.8929,16.4027,64.4679,34.6406,21.0807,64.2405,23.2276,24.8135,64.0342,12.3556,27.3042,63.8397,1.52608,27.8473,63.5817,-9.04719,28.1716,63.7174,-22.3849,29.2199,63.7538,-31.2762,34.4892,63.615,-32.6792,27.6832,63.4634,-43.1177,25.668,63.2161,-53.1039,22.2421
73.1467,291.169,44.4091,72.8407,270.117,45.7948,72.7937,250.872,46.3466,72.7393,228.825,46.9399,72.2504,211.773,45.4184,72.2086,191.45,44.0841,71.7653,173.663,41.5259,71.5379,156.521,38.015,71.5039,137.899,34.2428,70.9366,121.273,29.1059,70.5729,104.098,23.4593,70.0713,87.5913,17.4385,69.754,70.3202,10.7569,69.4454,53.8602,3.34494,69.3057,41.1577,8.42853,68.9521,28.1924,14.0926,68.7734,14.8929,18.9844,68.4984,2.51374,22.5138,68.2706,-10.0169,25.3314,67.8694,-22.011,26.8118,67.714,-36.908,29.3266,67.3139,-49.0445,27.3623,67.143,-60.6646,25.7845,,,,,,,,,,,,,,,
72.896,295.312,44.0115,72.3538,277.737,45.304,72.0882,256.566,46.5843,71.6059,238.361,46.411,71.3799,218.509,45.6998,70.9519,201.21,44.0312,70.7593,182.624,41.8116,70.57,165.535,38.4107,70.2311,143.844,35.6771,69.8908,127.441,31.0997,69.9114,109.858,25.7514,69.5912,94.0556,19.7711,69.2378,78.0171,9.21602,69.1077,62.9004,3.71212,68.7192,49.8545,10.3672,68.5112,36.8878,15.9259,68.3409,23.7489,20.6964,68.0699,11.458,24.2124,67.7296,-0.958722,26.6451,67.4431,-13.2658,28.3644,67.0984,-25.2522,29.0085,66.7073,-36.9276,28.6126,66.4696,-48.9204,27.3809,65.8637,-60.5355,25.0157,,,,,,,,,,,,
73.4088,292.651,43.9131,73.339,271.508,45.3159,73.038,254.537,45.4843,72.9756,235.508,45.0639,72.9105,216.989,43.9832,72.8404,199.016,41.9,72.9666,179.859,39.734,73.0731,163.108,36.0005,73.3376,144.715,32.1923,73.5746,129.113,27.0749,73.77,112.715,21.3783,74.0888,95.8479,15.5982,74.3605,80.168,8.23062,74.6191,65.7815,4.0767,75.1741,51.7877,10.7672,75.3969,39.1177,16.3877,75.815,26.2725,20.6207,76.1621,13.7343,24.1532,76.4417,1.4851,26.5013,76.8574,-10.8184,28.0719,77.1763,-23.1773,28.4362,77.2415,-37.3707,29.3242,77.4708,-49.3905,28.315,77.6913,-61.1782,26.0039,,,,,,,,,,,,
72.8787,288.533,44.0639,72.3361,267.738,44.9635,71.5973,250.913,45.1674,71.1374,231.02,44.5218,70.4883,212.733,42.847,70.1086,193.07,41.2569,69.3345,176.672,37.8365,69.0253,157.572,34.4654,68.3552,140.62,29.9508,67.5442,124.787,24.4042,66.9773,108.19,18.7119,66.5405,87.2998,13.6749,66.0461,71.6359,6.23038,65.6103,57.8372,9.24127,65.1521,44.6457,14.7353,64.6109,31.6922,18.0754,64.0418,18.8283,21.0314,63.6964,5.59915,23.1891,63.1915,-7.13613,24.2258,62.7772,-19.8156,24.2668,62.2059,-31.6604,22.8694,61.81,-44.5131,21.3609,61.3161,-57.0152,18.6137,,,,,,,,,,,,,,,
72.8848,291.262,43.8826,72.5872,268.953,45.2508,72.3105,249.827,45.3479,71.8201,231.135,44.4946,71.5827,211.912,43.216,71.3582,193.334,41.1895,70.743,175.311,38.1362,70.5525,157.963,34.3514,70.1883,140.419,29.9897,69.8474,122.871,24.9861,69.5104,107.195,18.6831,69.1917,91.4044,11.9973,69.0359,75.6275,4.3698,69.0744,57.3616,9.43104,69.1043,44.1874,15.0631,69.0017,31.816,19.676,69.1753,18.3854,24.0195,69.2075,5.87172,26.9274,69.1085,-6.33536,27.463,69.1371,-18.5109,28.2407,69.1647,-30.6875,28.2968,69.0003,-42.3519,27.1461,69.0185,-54.2109,25.2669,,,,,,,,,,,,,,,
72.9149,303.825,43.4532,73.1239,281.619,45.6764,73.0557,256.53,47.5368,72.5434,241.653,47.4498,72.7209,220.534,47.5276,72.6653,201.279,46.7651,72.4029,184.494,44.4752,72.3345,166.639,40.1164,72.2707,150.088,36.3323,72.1982,132.687,31.9642,72.1164,115.971,26.6039,72.1916,99.9285,20.7201,72.0862,83.3768,14.5241,71.9655,67.4711,7.09571,71.7564,53.9942,5.32521,71.7758,40.4562,11.9174,71.6572,27.4581,17.1351,71.6638,14.4686,21.4462,71.5475,2.06747,24.4903,71.5392,-10.4531,26.6179,71.4214,-22.3481,27.657,71.4888,-34.942,28.1065,71.3572,-47.0397,27.3746,71.2206,-58.769,25.6397,,,,,,,,,,,,
72.8889,291.09,44.6808,72.3472,271.291,45.8542,72.0837,253.079,46.4541,71.6078,232.919,46.6793,70.9424,215.452,45.6126,70.5367,197.447,43.9372,70.1613,179.115,41.5559,69.4163,162.14,37.848,69.1019,145.001,33.8688,68.4521,128.335,29.2021,68.0204,111.644,23.7622,67.4386,96.0296,17.159,67.0614,79.8762,10.123,66.7009,64.8024,2.97698,66.3055,51.93,10.165,65.8478,39.0343,16.6693,65.3266,26.5342,21.8444,65.0256,10.6484,27.8773,64.552,-1.15421,30.9319,64.0532,-12.7768,32.9881,63.576,-24.7951,34.4737,63.1643,-36.2545,34.6848,62.3167,-46.2049,30.8167,61.9171,-58.5897,29.7374,,,,,,,,,,,,
73.9592,299.711,43.3045,74.6318,279.207,45.5465,75.2367,259.35,46.3311,75.5587,241.08,46.5943,75.8433,223.244,45.8973,76.4888,203.068,44.6809,76.6887,186.346,42.1971,77.1815,165.35,39.9735,77.8196,147.06,36.6691,78.4114,130.941,31.8475,79.0662,113.597,26.7591,79.6434,97.0412,20.6488,80.5736,79.6376,10.9381,80.9767,63.9696,2.91344,81.604,50.8154,9.62235,82.1116,37.8336,15.4803,82.6205,24.8385,20.5714,83.2402,11.998,24.5737,83.7346,-0.375796,27.537,84.2957,-12.7155,29.4093,84.8009,-24.916,30.294,85.3401,-36.8232,30.3621,85.8634,-48.7571,29.4793,86.3727,-60.4782,27.4589,,,,,,,,,,,,
-332.825,571.491,153.153,73.6748,294.032,43.9488,73.8488,274.068,45.3877,73.9985,254.619,45.6998,74.3505,234.583,45.4456,74.6617,215.257,44.2968,74.9352,196.617,42.3727,75.3668,177.838,39.7547,75.755,160.624,35.797,76.089,143.265,31.61,76.5554,126.616,26.513,77.2841,109.473,20.8424,77.594,92.452,14.6205,78.0085,76.2258,7.56067,78.5972,58.5899,6.51861,79.1744,45.1146,13.0171,79.6463,31.8999,18.3957,80.1583,19.3586,22.4933,80.8651,6.03983,25.336,81.3467,-6.456,27.4112,81.8139,-18.6512,28.5427,82.26,-30.5306,28.6138,82.7295,-42.5562,27.8799,83.2283,-54.2794,26.0739,,,,,,,,,,,,
