71.3293,295.103,44.3183,69.6373,268.233,47.1122,68.3993,238.487,49.406,67.9185,215.374,49.8079,67.2752,193.564,48.9124,67.0809,173.06,46.6874,67.3043,151.486,43.8401,67.6701,131.353,39.8641,68.3454,110.735,35.4462,69.2331,92.1134,29.0765,70.3291,73.2442,22.6712,72.3802,53.468,11.7072,74.0702,34.9096,3.25193,76.4124,20.615,9.45333,78.6381,6.5314,16.4348,81.117,-7.64139,22.3903,83.6609,-21.2156,26.8594,86.3463,-34.5495,30.4759,89.2113,-47.7508,32.9094,91.936,-60.3425,34.2486
72.1182,299.307,44.4302,69.3553,275.731,47.1483,67.3385,253.042,49.3474,65.736,231.414,49.9395,64.5226,209.722,49.7635,63.8948,186.513,48.8541,63.3043,165.606,46.128,63.352,144.542,42.5043,63.5853,124.163,38.3896,63.9527,104.488,32.7275,64.5892,85.5578,26.0985,65.6164,66.4847,18.8984,66.7941,48.2831,10.6877,68.3696,31.1355,2.87093,70.5843,16.8562,10.7924,72.8366,2.95713,17.3578,75.1808,-10.613,22.8488,77.8226,-24.2096,27.4885,80.4524,-37.4464,30.9118,83.0833,-52.1108,34.4067
72.1164,290.836,45.4978,69.9032,265.584,48.2658,68.1551,241.603,50.5006,66.5668,219.978,50.9876,65.5812,197.566,50.6807,65.1029,175.697,49.1487,64.6537,154.43,44.5232,64.8142,133.833,40.7091,65.4884,112.825,36.08,66.3875,93.3588,30.1875,67.4966,74.2663,23.9072,69.043,55.2937,16.6387,70.798,36.9699,8.47938,72.892,20.7583,4.84965,75.2768,6.76839,12.3575,77.9218,-7.53599,19.2894,80.6324,-20.9882,24.4643,83.4598,-34.58,28.9298,86.4756,-47.766,32.1532,89.4863,-60.8996,34.4081
71.3399,285.494,45.0747,69.9044,262.188,46.8769,69.3042,238.887,47.7226,68.7644,215.825,47.3177,68.9087,192.388,45.8009,69.2265,170.522,43.2388,69.6971,148.584,39.7766,70.6313,127.602,35.0478,71.7864,106.93,29.6496,73.4205,86.8184,23.2384,74.9961,67.2435,16.2553,76.9365,49.1709,7.83243,79.3308,29.2435,5.89818,81.938,14.5066,12.8371,84.7197,-0.579049,19.1503,87.5099,-14.929,24.1011,90.4833,-28.9864,27.9004,93.6714,-43.2203,31.0068,97.1008,-56.6401,32.7756,,,
72.1167,305.227,43.2408,69.8821,270.595,47.9574,68.1081,247.261,50.2757,66.7247,225.171,50.7633,65.4939,203.155,50.508,64.6026,181.478,49.2166,64.2136,159.56,47.0257,64.0321,139.079,43.2531,64.4249,118.087,39.3187,64.8973,97.3176,31.2517,65.8102,77.1776,24.7512,66.213,61.1906,30.7304,66.7493,58.0182,17.1612,68.2604,38.4124,9.10075,69.8661,20.8273,3.83314,72.1173,5.43622,11.8466,74.4456,-9.30394,18.5419,76.7711,-23.7255,24.0389,79.2975,-37.6624,28.4466,81.9372,-51.679,31.9917
68.8319,277.236,45.6679,66.5937,253.322,46.94,64.6003,229.414,47.3641,63.3096,203.936,47.2006,62.1112,181.988,45.0918,61.4595,159.758,41.9991,61.2835,137.593,38.3189,61.3225,116.356,34.2263,61.6476,96.6149,28.1444,62.5263,74.2981,22.5011,63.5005,55.1989,14.8814,64.6643,35.4805,6.64087,66.4346,18.2716,6.08918,68.346,2.52694,13.2292,70.4091,-13.2072,19.5174,72.5124,-30.6724,26.0715,74.729,-45.2467,30.1235,76.9607,-59.5251,33.0242,,,,,,
71.8513,299.402,43.8957,69.5985,275.919,46.3706,68.047,252.201,48.0603,66.9845,221.196,50.1143,66.1665,199.649,49.6652,65.653,177.58,48.1706,65.3595,157.653,45.3231,65.488,136.777,41.7879,66.1204,116.128,37.2234,66.6716,96.836,31.557,67.4776,77.326,25.3235,68.8514,57.6816,14.3267,70.3613,39.2789,5.76137,72.3045,23.6384,7.21872,74.6219,8.69773,14.7113,77.0065,-5.75558,20.9643,79.5765,-19.9611,26.0259,82.2142,-33.8457,30.0653,84.9929,-47.3937,32.6022,87.7999,-60.898,34.6957
72.1167,302.281,43.7028,70.8504,277.343,46.3802,69.7047,254.749,48.3367,69.1362,230.035,49.0153,68.8353,207.818,48.9927,69.1781,185.247,47.6229,69.6818,162.583,45.5504,70.4759,142.311,41.8572,71.3556,122.037,37.647,72.609,101.506,32.0386,74.1689,82.071,25.9474,75.8319,63.9964,18.2581,77.8112,45.2108,10.4035,80.0752,28.1225,3.43065,82.6599,14.2094,11.2169,85.3301,0.0312881,18.2847,88.1448,-13.5835,23.8874,90.8078,-28.2102,29.2738,93.8422,-41.4343,32.7656,96.8357,-54.1525,35.2448
72.6409,299.539,43.6055,70.3398,276.275,45.0609,68.9869,251.484,46.2786,67.9841,229.163,46.2476,67.3011,206.953,45.3017,67.3261,183.412,43.725,67.3275,162.25,40.5878,68.0829,139.685,36.9684,69.0832,118.85,32.1793,70.2855,99.5016,26.2364,71.6612,79.9469,20.054,73.2989,61.3589,12.4651,75.4049,42.2227,4.76462,77.8131,26.0649,7.53464,80.233,11.2814,13.9938,82.877,-3.54934,19.6255,85.6463,-17.9211,23.811,88.5877,-32.143,27.0958,91.606,-45.8181,29.0584,94.3923,-60.8279,31.0735
71.8519,295.156,44.305,70.6147,270.929,46.6681,69.9767,245.601,48.2003,69.8436,221.933,48.4116,69.9376,197.868,47.6524,70.4154,174.687,46.1195,71.0149,153.194,43.0324,72.247,126.104,40.8176,73.6372,105.896,36.1292,75.1594,86.1535,30.3746,76.9216,67.0466,24.0776,79.1164,47.8737,16.8485,81.648,29.3085,9.05767,84.4484,12.8256,6.06728,87.411,-1.6992,13.3981,91.4,-18.0753,20.1032,94.5838,-32.3472,25.1145,97.8644,-46.1493,28.9409,101.263,-59.7721,31.6144,,,
